indices,nomes,paises
2003-01-02,Brian Costa,Lao People's Democratic Republic
1996-05-30,Hunter Brown,Tajikistan
2013-08-31,Randy Higgins,Afghanistan
2021-07-12,Eric Knight,Dominica
2002-09-03,Carla Lutz,Kenya
2005-07-21,Alec Berry,Macedonia
2015-12-10,Zachary Hill,Jersey
2015-11-09,Dr. Alexander Brown,Ireland
2006-02-16,Antonio Blackburn,Kazakhstan
2018-04-06,Michael Young,Bhutan
2023-07-19,Kelly Curtis,Kiribati
1996-10-22,Rebecca Foster,Luxembourg
2013-08-28,Jason Spears,Israel
2004-04-03,Raymond Fisher,Rwanda
2016-08-13,Michael Daniels,Bouvet Island (Bouvetoya)
2009-10-30,Cheyenne Kramer,Kyrgyz Republic
2019-07-15,Catherine Lee,Azerbaijan
2010-06-30,Taylor Thornton,Rwanda
2021-08-05,Monica Willis,Yemen
2020-05-09,Nicholas Fernandez,Myanmar
1995-03-03,Devin Walker,Syrian Arab Republic
2019-03-18,Nicholas Carr,Nauru
2019-11-12,James Rowe,Greece
1998-11-09,Rebecca Bradshaw,Northern Mariana Islands
2012-10-19,Brandon Nixon,Burkina Faso
1995-09-14,Charles Brown,Heard Island and McDonald Islands
2013-04-14,Betty Velez,Belize
2010-06-16,Robin Mcgrath,Comoros
2013-06-20,Bradley Mccarthy,Pakistan
1999-05-31,William Esparza,Gabon
2007-03-03,Alejandro Lane,Vietnam
2006-02-20,Heather Dougherty,Andorra
1996-01-27,John Jones,Ecuador
2013-01-04,Chad Martinez,Gibraltar
1999-06-04,Christopher Myers,Pakistan
2023-11-06,Matthew Miller,Guinea-Bissau
2007-04-18,Jessica Morales,El Salvador
2022-06-18,Amy Neal,Korea
2021-12-30,Chelsea Harris,Mexico
2023-06-03,Mackenzie Anderson,Cayman Islands
2021-10-21,Diane Johnson,Tajikistan
2006-06-12,Lynn Buchanan,Gambia
2008-12-25,Erica Cain,Hungary
1995-06-10,Joy Bush,Poland
1998-08-03,Maria Gibson,Mayotte
2000-06-17,Christine Hill,Svalbard & Jan Mayen Islands
2003-01-31,Justin Anderson,Pakistan
2011-06-10,James Davis,Taiwan
2008-03-08,Lisa Mccormick,Equatorial Guinea
2004-09-15,Michael Thompson,Burkina Faso
2022-09-14,Heather Steele,Netherlands
2006-06-23,Christopher Shaffer,Hong Kong
2000-01-06,Christina Cook,Saint Helena
2010-06-26,Thomas Long,Tanzania
2007-07-06,Amy Smith,Australia
1999-09-23,Steven Gonzalez,Kuwait
2006-06-13,Eric Wilson,Guyana
2021-08-09,Mathew Olson,Gabon
2013-02-02,Jackie Perry,Reunion
2009-04-27,Tamara Ramsey,Japan
2020-10-05,Ryan Hernandez,Hong Kong
2015-05-03,Brandon Nguyen,San Marino
2000-09-25,Timothy Bryant,Antarctica (the territory South of 60 deg S)
2004-08-06,Thomas Estrada,Sierra Leone
1995-03-05,Brittney Phillips,Cape Verde
1995-02-01,Jonathan Glover,Tokelau
2003-05-26,Angela Smith,Sweden
2014-09-04,Craig Hamilton,Switzerland
2000-03-11,Mitchell Russell,Malawi
2021-12-28,Chelsea Burnett,Portugal
2015-04-29,Michelle Kim,Burkina Faso
1996-07-05,Patricia Morales,Palestinian Territory
2000-01-18,Teresa Long,Greenland
2019-03-19,Adam Dunlap,Austria
1996-06-11,Debra Gould,Slovenia
2014-09-05,Cody Powers,French Southern Territories
2010-10-06,Andrew Hancock,Japan
2020-08-20,Jane Austin,Qatar
2011-06-11,Robert Johnson,France
2010-02-11,Timothy Williams,British Virgin Islands
1994-05-15,Michael Martinez,Chile
2017-06-13,Deanna Schultz,Mali
2024-03-24,Kathleen Waller,French Guiana
2018-12-24,Mr. Christopher Norton,Armenia
2011-01-18,Wendy Berry,Saint Vincent and the Grenadines
1996-09-29,Latoya Porter,Botswana
2016-02-07,Judith Smith,Niger
1998-09-05,Whitney Brown,Haiti
1994-08-13,Krystal Leach,Palestinian Territory
2008-09-19,Timothy Johnson,Palau
2011-12-18,Chelsea Morgan,Seychelles
1999-10-07,Julie Kirk,Palestinian Territory
2008-04-16,Ryan Vega,Slovenia
2013-10-14,Lisa Newman,Vietnam
2004-03-31,Amber Norris,Guinea-Bissau
2023-02-13,Diane Alexander,Guinea-Bissau
1999-10-14,Jennifer Chavez,Tunisia
2015-02-06,Yolanda Parker,Saint Barthelemy
2006-06-18,Sabrina Williams,Malaysia
2007-07-16,Bob Johnson,Niue
2018-07-05,Teresa Garcia,Namibia
1995-09-17,Lindsay Brown,Bhutan
2001-02-06,Anthony Garcia,Marshall Islands
2014-07-02,Amanda Richardson,Dominican Republic
2014-08-21,Karen Wilson,Algeria
2003-03-30,Jennifer Lee,Svalbard & Jan Mayen Islands
2003-12-20,Brenda Wilson,Guernsey
1999-01-28,Jeffrey Chambers,Tokelau
2002-02-10,Peter Daugherty,British Indian Ocean Territory (Chagos Archipelago)
2019-06-25,James Williamson,Niger
2008-12-16,Kylie Bates,Monaco
2010-12-31,Teresa Mcknight,Saint Martin
2004-07-29,Ashley Rubio,Dominican Republic
2006-10-20,Colleen Green,Marshall Islands
2020-02-04,Richard Kemp,United States of America
2021-07-14,Justin Brown,Yemen
2010-03-10,Christopher Parks,Zambia
1995-07-26,Gary Copeland,Aruba
2010-10-21,Shawn Wells,Antigua and Barbuda
2010-01-28,Holly Schmidt,Brunei Darussalam
1997-06-19,Nicholas Moore,Fiji
1998-05-16,Joshua Jordan,Myanmar
2007-10-10,Scott Munoz,Niger
1997-10-12,Jeremiah Leonard,Australia
2009-05-21,Thomas Hanson,Cocos (Keeling) Islands
2023-04-28,Jennifer Reyes,American Samoa
2006-06-04,Edgar Collins,Egypt
2009-07-23,Jocelyn Cobb MD,Libyan Arab Jamahiriya
2020-08-03,Michael Woods,United Arab Emirates
2002-12-13,Angela Ferguson,Aruba
2023-12-10,Samantha Mayo,Paraguay
2007-11-18,Michelle Johnson,Northern Mariana Islands
1996-04-16,Martha Brown,Pitcairn Islands
2007-08-18,Joshua Mathis,French Southern Territories
2009-11-29,Matthew Montgomery,Kiribati
2019-01-15,Tina Peterson,French Guiana
2019-03-19,Oscar Shaw,Qatar
1997-11-28,Katherine Wright,Faroe Islands
2004-06-29,Cassandra Hart,Lao People's Democratic Republic
1997-11-10,Mr. James Jefferson,Gabon
1998-06-26,John James,Palau
1997-11-20,Micheal Lee,Nigeria
1998-04-04,Tyrone Cervantes,Nigeria
2005-05-08,Karen Ali,Moldova
2019-07-25,Samuel Knight,Pakistan
1999-03-28,Ralph Thomas,Sao Tome and Principe
1994-12-28,Raymond Stephens,Saint Vincent and the Grenadines
2010-08-01,Kimberly Roy,Bolivia
2006-10-05,Cassie Cook,Guadeloupe
1997-07-14,Richard Martinez,Liechtenstein
2003-09-19,Adam West,Tajikistan
2002-11-18,Stephanie Jones,Uruguay
2006-01-19,Terry Cohen,Tunisia
2014-10-19,Christina Rios,Uruguay
2023-12-31,Susan Collins,United States of America
2007-01-18,Anne Williams,Sao Tome and Principe
2012-06-23,Abigail Orozco,Seychelles
2017-07-11,Abigail Mccullough,Christmas Island
2000-11-11,Beth Johns,New Zealand
2021-08-18,Rachel Thomas,Netherlands
1997-12-30,Christopher Mann,Hong Kong
1998-08-23,Matthew Collins,Malaysia
2004-01-06,Jasmine Smith,Macao
2019-11-17,Melanie Martin,China
2018-09-27,Paul Holt,Niue
2005-07-13,Kristopher Logan,Peru
2012-04-23,Michael Davidson,American Samoa
2006-06-19,Jared Porter,Marshall Islands
1999-12-23,Carlos Alvarez,Lebanon
2007-06-05,Christopher Nichols,Kyrgyz Republic
2012-05-26,Kayla King,Luxembourg
2021-08-17,Austin Mccormick,Maldives
2005-01-31,William Simmons,Switzerland
2021-01-30,Jessica Wong,Lesotho
1998-09-26,Betty Maddox,Tajikistan
1995-01-21,Lauren Carlson,India
2016-12-24,Antonio Cuevas,Wallis and Futuna
2012-04-03,David Smith,Martinique
2003-01-24,Nicholas Hayes,Netherlands
2005-06-25,Brittany Olson,Svalbard & Jan Mayen Islands
2021-04-29,Tim Jackson,Dominican Republic
1994-10-20,Alexis Day,Rwanda
2019-10-03,Christina Lewis,Isle of Man
1994-08-27,James Oliver,Gibraltar
2021-02-12,Jessica Ramirez,Cambodia
2002-07-22,Rose Jackson,Kuwait
2013-09-04,Danielle Rogers,South Georgia and the South Sandwich Islands
2005-07-18,John Tucker,Zimbabwe
2001-09-09,John Chen,Costa Rica
2006-12-19,John Mcgee,El Salvador
2001-01-11,Laurie White,Kenya
2007-12-01,Justin Cline,Greenland
2023-02-10,Oscar Davidson,Vanuatu
2004-06-02,Jeremy Cruz PhD,Cape Verde
2019-04-19,Christine Vargas,Zimbabwe
2008-08-18,Donna Delacruz,Gambia
1995-02-12,Jane Thomas,Estonia
2006-09-01,Jennifer Riley,Portugal
2018-08-07,Curtis Ross,New Zealand
2010-11-19,Raymond Christensen,Bulgaria
1995-03-13,Steven Miller,Mali
2005-07-25,Jeanne Fowler,Ireland
2001-05-01,Erica Powers,Russian Federation
2003-05-27,Daniel Fritz,Vietnam
2011-07-09,Paige Mitchell,Gambia
2015-05-24,Gregory Nicholson,Dominican Republic
2003-06-14,Alexandra Knight,Singapore
1999-08-27,Jacob Bennett,Bouvet Island (Bouvetoya)
2014-11-14,Katherine Torres,Zimbabwe
2014-03-21,Jeffrey Summers,Suriname
2017-03-16,Diane Henry,Vanuatu
2003-11-16,Chelsea Gutierrez,Senegal
2003-09-12,Bill Hernandez,Maldives
2021-01-26,Gregory Lee,Ireland
2010-01-25,Jose Soto,Swaziland
2002-10-15,Kayla Berry,Gibraltar
2010-07-29,Ashley Lewis,Gambia
2003-12-27,Nicole Gallegos,Mauritania
2019-04-28,Shane Garner,Turkmenistan
2010-08-05,Dr. Carlos Barajas II,Mexico
2009-09-08,Robert Howell,Zambia
2020-07-29,Barbara Taylor,Mauritius
2005-04-21,Alan Clark,Comoros
2014-04-13,Lisa Reyes,Cuba
2006-10-05,Miguel Fox,French Guiana
2014-01-29,George Hartman,United States of America
2002-03-13,Jimmy Edwards,Argentina
2007-07-09,Scott Atkinson,Mauritania
2005-10-08,Phillip Gomez,Estonia
1995-08-02,Jennifer Taylor,Brunei Darussalam
2020-07-22,Dana Luna,Pitcairn Islands
1996-12-27,Carla Edwards,Saint Helena
2013-05-07,Stephanie Lambert,Malaysia
2018-08-11,Mathew Wood,Eritrea
2022-09-16,William Gardner,Tanzania
2009-01-31,Peter Beltran,San Marino
2001-03-20,James Sherman,American Samoa
2021-03-05,Nathan York,Estonia
2017-11-03,Andrew Hobbs,Swaziland
2007-10-04,Julie Reese,Tuvalu
1999-06-23,Kimberly Torres,Kiribati
2001-11-21,Jennifer Hess,Fiji
2013-02-18,Dustin Pace,China
2007-05-03,Ronald Nichols,Angola
2023-05-12,Frank Collins,Eritrea
1998-07-23,Mr. Kevin Watts,Vanuatu
2005-07-18,Mallory Williams,Timor-Leste
2000-09-08,Veronica Smith,Congo
2006-11-02,Kristin Vance,Bangladesh
2020-04-11,Hunter Arnold,Argentina
2007-07-17,Katie Day,Colombia
2001-08-16,Madeline Clayton,Cape Verde
2001-08-03,Christine James,Germany
2017-07-27,Beverly Sharp,Kenya
2001-11-18,April Martinez,Dominican Republic
2003-11-21,William Ellison,Portugal
1999-09-16,Sarah Dean,Cyprus
2022-08-25,Christopher Liu,Suriname
2016-02-03,Kelly Koch,Libyan Arab Jamahiriya
1996-01-25,Rebecca Woods,United States Virgin Islands
2014-08-15,Patricia Powell,Lithuania
2022-05-30,Tracy Strickland,Israel
1998-12-16,Kenneth Wilson,Haiti
1998-11-29,Brian Combs,Madagascar
2001-03-31,Ms. Jennifer Clark,Saint Barthelemy
2016-11-21,Denise Smith,Bosnia and Herzegovina
2018-07-28,Jenna Harris,Gibraltar
2000-04-18,Robert Hill,French Polynesia
2022-05-11,Candace Andrews,Saint Kitts and Nevis
2010-04-12,Michelle Neal MD,Christmas Island
2009-06-28,Matthew Campbell,Algeria
1994-06-11,Robert Brooks,Ecuador
2021-09-19,Cynthia Pham,Grenada
2004-06-30,Richard Morton,Serbia
2022-02-07,Barbara Soto,Congo
1996-07-10,James Drake,Zambia
2001-04-22,Dawn Williams,Mexico
2001-01-07,Austin Evans,Cocos (Keeling) Islands
2016-09-09,Chad Richardson,Saint Helena
1996-07-13,Olivia Allison MD,Italy
2003-06-29,Tara Brown,Honduras
2021-05-16,Whitney Lozano,Albania
2002-03-28,Alison Warren,Malawi
2019-01-08,Brittany Jones,Guinea
2010-12-17,Charles Webb DDS,American Samoa
2020-06-29,Jennifer Davis,Saint Vincent and the Grenadines
2022-07-06,Rachel Scott,Fiji
2011-11-26,Elizabeth Smith,Madagascar
2004-07-05,Austin Randall,Liechtenstein
2000-06-06,Timothy Dean,Malta
2017-09-02,Sean Black,Greenland
2016-03-31,Linda Gonzales,Suriname
2003-03-06,Amy Sandoval,French Southern Territories
2000-01-31,Toni Jones,Puerto Rico
2016-07-26,Robert Rivera,Macao
2016-09-26,Hector Sparks,Thailand
2001-07-17,Michelle Booth,Dominican Republic
2010-01-30,Haley Watkins,Afghanistan
2019-12-29,Alexis Johnson,Iran
2019-11-22,Thomas Sutton,Iran
2007-12-13,Lisa Mcgee,Peru
2010-07-20,Adam Morse,Canada
2021-06-29,Amy Perry,Venezuela
1997-11-04,Julie Hines,France
2007-05-20,Amanda Calhoun,Congo
1996-04-18,Barbara Hamilton,Marshall Islands
2008-01-07,Elizabeth Walker,Montenegro
1994-11-15,Adam Banks,Malta
2010-02-20,Ashley Hart,Russian Federation
2002-01-18,Jonathan Mitchell,Turks and Caicos Islands
2008-05-08,Matthew Martinez,El Salvador
2012-08-08,Curtis Barnes,Faroe Islands
2002-07-25,Mark Mills,Antarctica (the territory South of 60 deg S)
2021-11-30,John Hill,Jersey
2005-07-26,Dr. Susan Hernandez,Bhutan
2023-07-27,Cheyenne Smith,Somalia
2021-12-29,Angel Nguyen DVM,Bolivia
2004-10-18,Michaela Carter,Papua New Guinea
2010-11-20,Morgan Flores,Bahrain
2009-10-22,Jessica Larsen,Austria
2006-03-16,Bobby Tucker,Saint Kitts and Nevis
2018-05-08,Kathy Smith,Mozambique
2024-04-06,Bobby Decker,Libyan Arab Jamahiriya
2001-09-22,Courtney Smith,United Kingdom
2022-05-01,David Wang,Brunei Darussalam
2009-02-05,Rebecca Campbell,Peru
1995-02-16,Alice Ramirez,Qatar
2023-10-02,Michael Taylor,Suriname
2021-01-22,Barbara Carter,Sweden
2021-07-11,Jane Garcia,Saudi Arabia
2024-01-25,Charles Barrera,Israel
2006-05-26,Katherine Hall,Iran
2013-12-12,Whitney Bailey,United States of America
2023-02-28,Mr. Jerry Dixon,Bouvet Island (Bouvetoya)
2012-12-21,Angela Spears,Anguilla
2017-08-23,Alan Mejia,Saint Helena
2014-01-04,Marc Lee,Liechtenstein
2004-08-04,Rhonda Marquez,Equatorial Guinea
2019-07-22,Troy Le,Norfolk Island
2008-08-31,Angela Hudson,Libyan Arab Jamahiriya
2016-11-11,Eric Patterson,Ethiopia
2015-01-24,Brenda Ward,Central African Republic
1999-08-16,Kimberly Davis MD,French Guiana
2003-12-22,Deanna Wang,Guatemala
1995-10-28,Kelli Hamilton,Wallis and Futuna
1999-11-28,Austin Rivera,Libyan Arab Jamahiriya
2019-09-07,Kenneth Barr,Israel
2020-01-05,Mr. Sean Howell IV,Belgium
2022-09-26,Jeremy Collier,Nicaragua
2004-12-19,Paul Curry,Ireland
2014-11-18,Kimberly Moore,Congo
2021-12-08,Emily Burns,Micronesia
1994-06-19,Jeffery Diaz,Zambia
2019-09-02,Caroline Austin,Suriname
2021-07-14,Max Patton,Burkina Faso
1997-12-29,Chase Kidd,Dominica
2020-03-27,Jennifer Palmer,Bolivia
2011-06-06,Joshua Hawkins,Ghana
2019-09-16,Edward Lynch,Zimbabwe
2005-01-20,Wesley Hanson,Burkina Faso
2006-09-10,Christopher Stewart,Paraguay
2009-06-17,Deborah Miller,Bulgaria
2001-01-17,Sara Curry,Russian Federation
1994-07-20,Matthew Lopez PhD,Guadeloupe
2011-10-27,Kenneth Rivera,Mozambique
2001-11-18,David Park,Benin
2013-11-11,David Parks,Bangladesh
2006-10-25,Bianca Mueller,Nepal
2018-09-10,Sharon Lawson,Tajikistan
2009-11-28,Jessica Pitts,Jordan
1994-12-21,Jeffrey Randolph,Cambodia
2008-02-20,Nicole Alvarez,Falkland Islands (Malvinas)
2015-01-18,Mary Scott,Cameroon
2009-08-05,Chad Guzman,Venezuela
2006-09-22,Amanda Middleton,New Caledonia
2006-06-09,Stephanie Vasquez,Timor-Leste
2021-08-06,Alexa Jones,Cyprus
1999-11-30,Sandra Patel,Qatar
2006-06-19,Mark Gordon,Algeria
1997-11-16,Toni Monroe,Somalia
2001-01-05,Joshua Shepard,Denmark
2009-09-12,Kimberly Owens,Sudan
2014-10-18,Stephen Perry,Austria
2002-09-01,Paul Morris,Papua New Guinea
2001-08-07,Morgan Frank,India
2018-04-16,Patricia Collins,Canada
2003-12-11,Lori Wallace,Svalbard & Jan Mayen Islands
2023-12-13,Anna Clark,Equatorial Guinea
2020-07-22,Joshua Hoover,Slovenia
2010-07-15,Sandra Herman,Solomon Islands
2020-07-29,Daniel Ingram,Oman
2018-11-09,Dawn Giles,Tunisia
2015-08-20,Anthony Parrish,Serbia
1996-05-15,Keith Nguyen,Christmas Island
2010-10-17,Jason Williams,Paraguay
2008-01-12,Mr. Robert Young,British Indian Ocean Territory (Chagos Archipelago)
2018-06-06,William Pearson,Aruba
2018-07-14,Christine Berry,Tunisia
2022-01-15,Jason Wilson,Korea
2007-09-15,Courtney Brown,Cote d'Ivoire
1999-01-31,Dustin Kerr,Nicaragua
2022-10-25,Jordan Rodriguez,Mozambique
1999-11-10,Jared Smith,Honduras
1995-08-12,Ricardo Strickland,Sudan
2010-09-19,Mr. Tracy Rodriguez Jr.,Falkland Islands (Malvinas)
2024-04-08,Anthony Cox,Papua New Guinea
2019-02-10,Jamie Castaneda,Cayman Islands
2022-01-05,Kevin Newman,Azerbaijan
1995-09-07,Renee Chavez,Poland
2006-12-14,Alexander Neal,Malaysia
2007-12-30,Steven Wells,Reunion
2018-07-13,Carol Adams,Chad
2010-12-27,Sarah Cook,Timor-Leste
2011-05-15,Toni Sanchez,Serbia
2009-02-17,Billy Jensen,Tunisia
2007-07-05,Erin Roberts,Congo
2012-10-09,Mario Arias,Rwanda
2021-09-30,Jeffrey Beasley,United Kingdom
1999-09-27,Ryan Smith,Togo
2020-07-02,Hannah Price,Namibia
2013-08-27,Kayla Gomez,Sweden
2021-10-10,John Clark,Mayotte
2008-12-29,Michael Powell,Antigua and Barbuda
2006-05-20,Blake Rios,United Arab Emirates
2024-02-20,Joshua Fuentes,British Indian Ocean Territory (Chagos Archipelago)
1994-12-14,Danielle Lopez,Jersey
1998-05-25,Kristy Palmer,Mauritius
2006-04-17,Shannon Haynes,United States of America
2021-03-03,John Long,Palestinian Territory
2003-08-05,Carrie Boyd,Austria
2000-05-08,Shane Smith,Saint Vincent and the Grenadines
2014-06-26,Renee Valencia,Australia
2016-01-01,Courtney Parks,Rwanda
2024-04-25,Stephanie Gray,Iran
2022-08-30,Jacob Williams,Holy See (Vatican City State)
1995-04-06,Elizabeth Allen,Moldova
1998-07-30,Steven Frye,Saint Kitts and Nevis
2000-10-07,Thomas Love,Honduras
2001-10-10,Bryan Dyer,Thailand
2021-08-12,Nathan Bryant,United Kingdom
2002-03-28,Amanda Thomas,Japan
2004-05-12,Jason Porter,Belarus
2020-11-07,Steven Gonzalez,Bulgaria
2002-06-02,Donald Lopez,San Marino
2004-08-21,Erin Kerr,Latvia
2003-02-11,Nathan Harrell,Albania
2009-08-16,Cindy Wilson,Norway
2002-02-04,Courtney Cummings,Belgium
2005-09-12,Steven Riley,Austria
2001-12-09,Crystal Jones,Albania
2012-06-13,Gerald Lucas,Heard Island and McDonald Islands
2000-07-15,Thomas Livingston,Austria
2006-06-30,Keith Villarreal,Malawi
2009-05-18,Wyatt James,Macedonia
2019-04-26,Keith Velasquez,Spain
2001-07-12,Patrick Adams,Andorra
2000-09-04,Melinda Martinez,Panama
2019-07-12,Mary Powers,Qatar
2009-04-11,Claudia Bryan,Taiwan
1997-04-05,John Davis,Dominica
2001-08-31,Megan Hansen,Panama
2007-02-27,Anna Martinez,Montserrat
2002-10-02,Ashley Martinez,Bhutan
2016-11-06,Jorge Adams,Uganda
2008-12-07,Tracy Mckee,Reunion
1999-07-05,Terri Valenzuela,Chile
2010-02-15,Melanie Good,Poland
2002-12-07,Victor Rodgers,Paraguay
1999-12-27,Angela Roman,Cocos (Keeling) Islands
2004-11-27,Michael Murray,Benin
2007-07-08,Matthew Davis,Pakistan
2021-08-20,Robert Finley,Cuba
2023-09-17,Christopher Cox,Greenland
2003-03-09,Jeffrey Wood,Venezuela
2002-08-11,Rachel Krueger,Somalia
2016-06-26,Shawn Hammond,Guadeloupe
2002-05-24,Susan Stewart,Zambia
2012-04-27,Mark Wilson,Sweden
1995-06-02,Robert Gilbert,Belize
2005-02-02,Benjamin Keith,Mexico
2000-02-23,Cynthia Hill,Congo
2005-11-27,Kenneth Morales,Central African Republic
2018-10-11,Kelsey Sullivan,Sri Lanka
2013-02-26,Benjamin Carter,Azerbaijan
2000-06-05,Ryan Richardson,Serbia
2011-10-23,Amanda Nichols,Eritrea
2007-08-12,Diana Burns,Bangladesh
2022-11-07,Robert Day,Bhutan
2003-10-18,Samantha Reyes,Ecuador
2004-04-11,Sean Gonzalez,India
2001-10-25,Kelly Abbott,Nicaragua
2008-02-20,Christopher Pope,Georgia
2007-05-18,Jessica Olson,Saint Martin
2018-08-12,Matthew Nixon,Nepal
2010-05-16,Eugene Hawkins,Brunei Darussalam
2014-10-01,Matthew Combs,Canada
2007-02-07,Jessica Pacheco,Liechtenstein
2023-08-29,Chad Smith,Denmark
2012-06-12,Joshua Oneal,Pakistan
2006-11-08,Alicia Cruz,Spain
2004-04-23,James Saunders,Tanzania
2019-10-31,Amanda Freeman,Georgia
2014-01-20,Abigail Ali,Kuwait
2001-12-10,Timothy Bean,Kiribati
2001-09-15,Jennifer Young,Nigeria
2021-09-15,Carl Hawkins,Gambia
2007-05-09,Harold Griffin,Cote d'Ivoire
2018-01-11,Derrick Flores,Benin
2004-05-03,Sandra Cooper,Saint Lucia
2014-05-06,Craig Booker,Andorra
2021-08-10,Samantha Benson,Qatar
2016-04-25,Amy Harris,Saudi Arabia
2000-07-04,Sandra Johnson,Saint Helena
1995-12-24,John Warren,Latvia
2005-09-23,Michelle Burton,Eritrea
2015-11-21,Judith Carroll,Cyprus
2022-07-08,Jamie Banks,Zambia
2021-03-31,Christopher Martinez,Botswana
2023-07-01,Margaret Lee,Iceland
2002-07-09,Christina Walker,Cambodia
1995-06-22,Rhonda Burns,Burundi
2003-12-18,Robert Stafford,Norfolk Island
2002-08-05,William Brown,Japan
1998-05-22,Julia Davidson,Colombia
2023-09-07,Jerry Smith,Philippines
1995-04-23,Regina Hansen,Gambia
1994-08-18,David Ortega,Hong Kong
2015-01-17,Carrie Burgess,Uganda
1995-04-04,Jessica Mcbride,Luxembourg
2017-01-26,Eduardo Thompson,Cote d'Ivoire
2014-07-29,Thomas Schroeder,Faroe Islands
2015-11-14,Kaylee Deleon,Haiti
2002-04-25,Kevin Smith MD,Belize
2024-03-27,Kendra Gonzales,El Salvador
2011-04-15,Sarah Pearson,Heard Island and McDonald Islands
2009-12-10,Angel Valentine,Israel
2001-01-14,Terry Schwartz,Somalia
2004-09-19,Amanda Hess,Russian Federation
2012-02-08,Matthew Jordan,Afghanistan
2007-08-04,Christian Pace,Mexico
2014-07-15,Michael Dyer,Algeria
2020-09-20,Kelly Nguyen,Brazil
2020-10-06,Timothy Osborne,Turkmenistan
2016-02-02,Mark Sexton,Lesotho
2003-02-05,Christopher Banks,Turks and Caicos Islands
2003-08-28,Mrs. Tonya Ward,Slovakia (Slovak Republic)
2017-01-24,Kirk Ortega,Heard Island and McDonald Islands
2016-09-22,Jennifer Sampson,Western Sahara
2023-09-04,John Cox,Venezuela
2005-10-18,Stephanie Zavala,Montserrat
2015-10-12,Jason Carlson,Zambia
2017-01-23,Christopher Lopez,Kiribati
2006-08-21,Dustin Poole,United States of America
2005-12-16,Carol Hayes,Serbia
1994-06-14,Whitney Clark,Puerto Rico
1999-12-26,Robert Reyes,Antigua and Barbuda
1995-05-10,Jonathan Monroe,Ukraine
2017-05-14,Matthew Gutierrez,Canada
2000-09-13,Nancy Diaz,Papua New Guinea
1997-10-28,Melissa Jones,Korea
2009-03-29,Melissa Jennings,Ireland
2001-08-09,Jessica Moore,Nicaragua
2003-12-14,Michael Williams,Switzerland
2022-08-21,Meagan James,Bolivia
2004-03-29,Megan Johnson,Lithuania
2022-07-07,Brian Hale,Vietnam
2005-11-03,Nicole Baldwin,Singapore
2012-04-12,Andrew Richards,Saudi Arabia
2020-07-12,Heather Chavez,Guyana
1996-01-06,Brian Dickerson,South Africa
2021-07-30,Caitlyn Kim,Czech Republic
1995-02-15,Elizabeth Baldwin,Nauru
2000-08-26,James Moss,Spain
1996-04-01,George Young,Micronesia
2021-01-28,Nathan Thompson,Macedonia
2002-10-31,Adam Richards,Seychelles
2004-02-15,Sarah Moore,Sierra Leone
2016-11-16,Jeremy Martin,Mali
2011-11-23,Derek Walker,Finland
2010-09-28,Jessica Schmitt,Taiwan
2024-03-30,Linda Ward,Micronesia
2013-03-24,Brooke Molina,Peru
2009-11-11,Jose Rivera,Honduras
2020-10-14,Shelby Patton,Cote d'Ivoire
2015-09-13,Hunter Woods,Armenia
2013-09-23,Jeremy Patrick,Slovakia (Slovak Republic)
2018-04-15,Eric Richards,Marshall Islands
2017-06-12,Thomas Alvarado,Belize
1998-05-19,Ashley Porter,Taiwan
2002-02-01,Denise Parker,Guam
2005-05-08,Jason Bonilla,Austria
1994-11-26,Katrina Allen,France
